user_played, instrument_name, velocity, pitch, start (s), end (s)
False,trumpet,64,48,0.0,0.285714
False,piano,64,24,0.0,0.571428
False,bassoon,64,60,0.0,0.285714
False,tuba,64,72,0.571428,0.8571420000000001
False,tuba,64,75,0.8571420000000001,1.142856
False,tuba,64,77,1.142856,1.4285700000000001
False,tuba,64,78,1.4285700000000001,1.7142840000000001
False,tuba,64,77,1.7142840000000001,1.9999980000000002
False,tuba,64,75,1.9999980000000002,2.285712
False,tuba,64,72,2.285712,2.571426
False,tuba,64,70,3.1428540000000003,3.285711
False,tuba,64,74,3.285711,3.4285680000000003
False,tuba,64,72,3.4285680000000003,3.7142820000000003
False,trumpet,64,43,4.28571,4.571424
False,piano,64,31,4.28571,4.571424
False,bassoon,64,55,4.28571,4.571424
False,trumpet,64,48,4.571424,4.857138
False,piano,64,24,4.571424,4.857138
False,bassoon,64,60,4.571424,4.857138
False,tuba,64,72,5.142852,5.428566
False,tuba,64,75,5.428566,5.7142800000000005
False,tuba,64,77,5.7142800000000005,5.999994
False,tuba,64,78,5.999994,6.2857080000000005
False,tuba,64,77,6.2857080000000005,6.571422
False,tuba,64,75,6.571422,6.857136000000001
False,tuba,64,78,6.857136000000001,7.14285
False,tuba,64,78,7.999992000000001,8.190468000000001
False,tuba,64,77,8.190468000000001,8.380944000000001
False,tuba,64,75,8.380944000000001,8.57142
False,tuba,64,78,8.57142,8.761896
False,trumpet,64,60,8.57142,9.142848
False,bassoon,64,72,8.57142,9.142848
False,tuba,64,77,8.761896,8.952372
False,tuba,64,75,8.952372,9.142848
False,trumpet,64,48,9.142848,9.428562000000001
False,piano,64,48,9.142848,9.714276
True,piano,64,44,9.142848,9.285705
False,piano,113,36,9.142848,10.285704
False,bassoon,64,60,9.142848,9.428562000000001
True,piano,64,44,9.285705,9.428562000000001
True,piano,64,44,9.428562000000001,9.571419
True,piano,64,44,9.571419,9.714276
False,tuba,64,72,9.714276,9.99999
True,piano,64,44,9.714276,9.857133000000001
False,piano,127,77,9.714276,9.857133000000001
True,piano,64,44,9.857133000000001,9.99999
False,tuba,64,75,9.99999,10.285704
True,piano,64,44,9.99999,10.142847
True,piano,64,44,10.142847,10.285704
False,tuba,64,77,10.285704,10.571418000000001
True,piano,64,44,10.285704,10.428561
False,piano,113,36,10.285704,11.428560000000001
True,piano,64,44,10.428561,10.571418000000001
False,piano,127,77,10.428561,10.571418000000001
False,tuba,64,78,10.571418000000001,10.857132
True,piano,64,44,10.571418000000001,10.714275
True,piano,64,44,10.714275,10.857132
False,tuba,64,77,10.857132,11.142846
True,piano,64,44,10.857132,10.999989000000001
False,piano,127,77,10.857132,10.999989000000001
True,piano,64,44,10.999989000000001,11.142846
False,tuba,64,75,11.142846,11.428560000000001
True,piano,64,44,11.142846,11.285703
True,piano,64,44,11.285703,11.428560000000001
False,tuba,64,72,11.428560000000001,11.714274000000001
False,piano,64,48,11.428560000000001,11.999988
True,piano,64,44,11.428560000000001,11.571417
False,piano,113,36,11.428560000000001,12.571416000000001
True,piano,64,44,11.571417,11.714274000000001
True,piano,64,44,11.714274000000001,11.857131
True,piano,64,44,11.857131,11.999988
True,piano,64,44,11.999988,12.142845000000001
False,piano,127,77,11.999988,12.142845000000001
True,piano,64,44,12.142845000000001,12.285702
False,tuba,64,70,12.285702,12.428559
True,piano,64,44,12.285702,12.428559
False,tuba,64,74,12.428559,12.571416000000001
True,piano,64,44,12.428559,12.571416000000001
False,tuba,64,72,12.571416000000001,12.857130000000002
True,piano,64,44,12.571416000000001,12.714273
False,piano,113,36,12.571416000000001,13.714272000000001
True,piano,64,44,12.714273,12.857130000000002
False,piano,127,77,12.714273,12.857130000000002
True,piano,64,44,12.857130000000002,12.999987
True,piano,64,44,12.999987,13.142844
True,piano,64,44,13.142844,13.285701000000001
False,piano,127,77,13.142844,13.285701000000001
True,piano,64,44,13.285701000000001,13.428558
False,trumpet,64,43,13.428558,13.714272000000001
True,piano,64,44,13.428558,13.571415
False,bassoon,64,55,13.428558,13.714272000000001
