user_played, instrument_name, velocity, pitch, start (s), end (s)
True,guitar-acoustic,80,67,0.27272799999999997,0.5443196333333333
True,guitar-acoustic,64,69,0.5454559999999999,2.7261436333333333
False,piano,80,58,0.5454559999999999,2.6170524333333334
False,piano,80,62,1.0909119999999999,2.180687633333333
False,piano,80,65,1.1556849,2.1795512666666665
False,piano,80,69,1.2227305333333334,2.1795512666666665
False,piano,80,62,2.1818239999999998,2.698870833333333
False,piano,80,65,2.1818239999999998,2.698870833333333
False,piano,80,69,2.1818239999999998,2.698870833333333
True,guitar-acoustic,64,69,2.72728,3.271599633333333
False,piano,80,58,2.72728,4.798876433333334
True,guitar-acoustic,64,70,3.272736,3.544327633333333
False,piano,80,62,3.272736,4.362511633333333
False,piano,80,64,3.3375089,4.361375266666666
False,piano,80,67,3.404554533333333,4.361375266666666
True,guitar-acoustic,64,69,3.545464,4.362511633333333
True,guitar-acoustic,64,67,4.3636479999999995,4.635239633333333
False,piano,80,62,4.3636479999999995,4.880694833333333
False,piano,80,64,4.3636479999999995,4.880694833333333
False,piano,80,67,4.3636479999999995,4.880694833333333
True,guitar-acoustic,64,69,4.636375999999999,7.089791633333333
False,piano,80,57,4.909104,6.980700433333333
False,piano,80,61,5.45456,6.544335633333333
False,piano,80,64,5.519332899999999,6.543199266666666
False,piano,80,67,5.586378533333333,6.543199266666666
False,piano,80,61,6.545472,7.062518833333333
False,piano,80,64,6.545472,7.062518833333333
False,piano,80,67,6.545472,7.062518833333333
True,guitar-acoustic,64,69,7.090928,7.635247633333333
False,piano,80,57,7.090928,9.162524433333333
True,guitar-acoustic,64,70,7.6363840000000005,7.907975633333333
False,piano,80,60,7.6363840000000005,8.726159633333333
False,piano,80,62,7.7011569,8.725023266666666
False,piano,80,65,7.7682025333333335,8.725023266666666
True,guitar-acoustic,64,69,7.9091119999999995,8.726159633333333
True,guitar-acoustic,64,67,8.727295999999999,8.998887633333334
False,piano,80,60,8.727295999999999,9.244342833333333
False,piano,80,62,8.727295999999999,9.244342833333333
False,piano,80,65,8.727295999999999,9.244342833333333
True,guitar-acoustic,64,69,9.000024,9.817071633333333
False,piano,80,43,9.272751999999999,11.344348433333332
False,piano,80,55,9.272751999999999,11.344348433333332
True,guitar-acoustic,64,67,9.818208,10.089799633333334
False,piano,80,58,9.818208,10.907983633333334
False,piano,80,62,9.8829809,10.906847266666666
False,piano,80,65,9.950026533333332,10.906847266666666
True,guitar-acoustic,64,69,10.090936,11.453439633333334
False,piano,80,58,10.90912,11.426166833333333
False,piano,80,62,10.90912,11.426166833333333
False,piano,80,65,10.90912,11.426166833333333
True,guitar-acoustic,64,69,11.454576,11.998895633333332
False,piano,80,48,11.454576,13.526172433333333
False,piano,80,55,11.454576,13.526172433333333
False,piano,80,58,11.454576,13.526172433333333
True,guitar-acoustic,64,67,12.000032,12.271623633333332
False,piano,80,62,12.000032,13.635263633333333
False,piano,80,65,12.0648049,13.634127266666667
False,piano,80,69,12.130714166666667,13.634127266666667
True,guitar-acoustic,64,69,12.27276,13.089807633333333
True,guitar-acoustic,80,65,13.363672,13.635263633333333
True,guitar-acoustic,64,69,13.6364,15.817087633333333
False,piano,80,65,13.6364,13.764809433333333
False,piano,80,69,13.6364,13.764809433333333
False,piano,80,72,13.6364,13.764809433333333
False,piano,80,41,13.6364,13.764809433333333
False,piano,80,53,13.6364,13.764809433333333
False,piano,80,65,13.772763999999999,14.030719233333334
False,piano,80,69,13.772763999999999,14.030719233333334
False,piano,80,72,13.772763999999999,14.030719233333334
False,piano,80,41,13.772763999999999,14.030719233333334
False,piano,80,53,13.772763999999999,14.030719233333334
False,piano,80,65,14.045492,14.303447233333333
False,piano,80,69,14.045492,14.303447233333333
False,piano,80,72,14.045492,14.303447233333333
False,piano,80,41,14.045492,14.303447233333333
False,piano,80,53,14.045492,14.303447233333333
False,piano,80,65,14.31822,14.576175233333334
False,piano,80,69,14.31822,14.576175233333334
False,piano,80,72,14.31822,14.576175233333334
False,piano,80,41,14.31822,14.576175233333334
False,piano,80,53,14.31822,14.576175233333334
False,piano,80,65,14.590948,14.719357433333332
False,piano,80,69,14.590948,14.719357433333332
False,piano,80,72,14.590948,14.719357433333332
False,piano,80,41,14.590948,14.719357433333332
False,piano,80,53,14.590948,14.719357433333332
False,piano,80,65,14.727312,14.985267233333333
False,piano,80,70,14.727312,14.985267233333333
False,piano,80,74,14.727312,14.985267233333333
False,piano,80,41,14.727312,14.985267233333333
False,piano,80,53,14.727312,14.985267233333333
False,piano,80,65,15.00004,15.257995233333332
False,piano,80,70,15.00004,15.257995233333332
False,piano,80,74,15.00004,15.257995233333332
False,piano,80,41,15.00004,15.257995233333332
False,piano,80,53,15.00004,15.257995233333332
False,piano,80,65,15.272768000000001,15.789814833333333
False,piano,80,69,15.272768000000001,15.789814833333333
False,piano,80,72,15.272768000000001,15.789814833333333
False,piano,80,41,15.272768000000001,15.789814833333333
False,piano,80,53,15.272768000000001,15.789814833333333
False,piano,80,67,15.818223999999999,16.205725033333334
False,piano,80,70,15.818223999999999,16.205725033333334
False,piano,80,75,15.818223999999999,16.205725033333334
False,piano,80,41,15.818223999999999,16.205725033333334
False,piano,80,53,15.818223999999999,16.205725033333334
False,piano,80,65,16.227316,17.392091833333332
False,piano,80,70,16.227316,17.392091833333332
False,piano,80,74,16.227316,17.392091833333332
False,piano,80,41,16.227316,17.392091833333332
False,piano,80,53,16.227316,17.392091833333332
False,piano,80,65,18.000048,18.12845743333333
False,piano,80,69,18.000048,18.12845743333333
False,piano,80,72,18.000048,18.12845743333333
False,piano,80,41,18.000048,18.12845743333333
False,piano,80,53,18.000048,18.12845743333333
False,piano,80,65,18.136412,18.394367233333334
False,piano,80,69,18.136412,18.394367233333334
False,piano,80,72,18.136412,18.394367233333334
False,piano,80,41,18.136412,18.394367233333334
False,piano,80,53,18.136412,18.394367233333334
False,piano,80,65,18.409139999999997,18.66709523333333
False,piano,80,69,18.409139999999997,18.66709523333333
False,piano,80,72,18.409139999999997,18.66709523333333
False,piano,80,41,18.409139999999997,18.66709523333333
False,piano,80,53,18.409139999999997,18.66709523333333
False,piano,80,65,18.681868,18.939823233333335
False,piano,80,69,18.681868,18.939823233333335
False,piano,80,72,18.681868,18.939823233333335
False,piano,80,41,18.681868,18.939823233333335
False,piano,80,53,18.681868,18.939823233333335
False,piano,80,65,18.954596,19.08300543333333
False,piano,80,69,18.954596,19.08300543333333
False,piano,80,72,18.954596,19.08300543333333
False,piano,80,41,18.954596,19.08300543333333
False,piano,80,53,18.954596,19.08300543333333
False,piano,80,65,19.09096,19.348915233333333
False,piano,80,70,19.09096,19.348915233333333
False,piano,80,74,19.09096,19.348915233333333
False,piano,80,41,19.09096,19.348915233333333
False,piano,80,53,19.09096,19.348915233333333
False,piano,80,65,19.363688,19.62164323333333
False,piano,80,70,19.363688,19.62164323333333
False,piano,80,74,19.363688,19.62164323333333
False,piano,80,41,19.363688,19.62164323333333
False,piano,80,53,19.363688,19.62164323333333
False,piano,80,65,19.636416,20.153462833333332
False,piano,80,69,19.636416,20.153462833333332
False,piano,80,72,19.636416,20.153462833333332
False,piano,80,41,19.636416,20.153462833333332
False,piano,80,53,19.636416,20.153462833333332
False,piano,80,67,20.181872,20.56937303333333
False,piano,80,70,20.181872,20.56937303333333
False,piano,80,75,20.181872,20.56937303333333
False,piano,80,41,20.181872,20.56937303333333
False,piano,80,53,20.181872,20.56937303333333
False,piano,80,65,20.590964,21.755739833333333
False,piano,80,70,20.590964,21.755739833333333
False,piano,80,74,20.590964,21.755739833333333
False,piano,80,41,20.590964,21.237556633333334
False,piano,80,53,20.590964,21.237556633333334
False,piano,80,48,21.272783999999998,21.530739233333335
False,piano,80,50,21.545512,21.803467233333333
False,piano,80,53,21.81824,21.946649433333334
False,piano,80,55,21.954604,22.083013433333335
False,piano,80,53,22.090967999999997,22.21937743333333
False,piano,80,55,22.227331999999997,22.614833033333333
False,piano,80,58,22.363696,22.621651233333335
False,piano,80,62,22.363696,22.621651233333335
False,piano,80,65,22.363696,22.621651233333335
False,piano,80,43,22.363696,22.621651233333335
True,guitar-acoustic,72,62,22.636423999999998,22.90801563333333
False,piano,80,58,22.636423999999998,22.894379233333332
False,piano,80,62,22.636423999999998,22.894379233333332
False,piano,80,65,22.636423999999998,22.894379233333332
False,piano,80,43,22.636423999999998,22.894379233333332
False,piano,80,55,22.636423999999998,22.894379233333332
True,guitar-acoustic,72,62,22.909152,23.04437963333333
True,guitar-acoustic,72,64,23.045516,23.317107633333332
True,guitar-acoustic,72,65,23.318244,23.726199633333334
False,piano,80,58,23.454608,23.712563233333334
False,piano,80,62,23.454608,23.712563233333334
False,piano,80,65,23.454608,23.712563233333334
False,piano,80,43,23.454608,23.712563233333334
False,piano,80,55,23.454608,23.712563233333334
True,guitar-acoustic,72,64,23.727335999999998,23.99892763333333
False,piano,80,58,23.727335999999998,23.98529123333333
False,piano,80,62,23.727335999999998,23.98529123333333
False,piano,80,65,23.727335999999998,23.98529123333333
False,piano,80,43,23.727335999999998,23.98529123333333
False,piano,80,55,23.727335999999998,23.98529123333333
True,guitar-acoustic,72,65,24.000064,24.13529163333333
True,guitar-acoustic,72,67,24.136428000000002,24.544383633333332
False,piano,80,58,24.54552,24.803475233333334
False,piano,80,62,24.54552,24.803475233333334
False,piano,80,65,24.54552,24.803475233333334
False,piano,80,43,24.54552,24.803475233333334
False,piano,80,55,24.54552,24.803475233333334
True,guitar-acoustic,72,62,24.818247999999997,25.089839633333334
False,piano,80,58,24.818247999999997,25.07620323333333
False,piano,80,62,24.818247999999997,25.07620323333333
False,piano,80,65,24.818247999999997,25.07620323333333
False,piano,80,43,24.818247999999997,25.07620323333333
False,piano,80,55,24.818247999999997,25.07620323333333
True,guitar-acoustic,72,62,25.090976,25.226203633333334
True,guitar-acoustic,72,64,25.22734,25.49893163333333
True,guitar-acoustic,72,65,25.500068,25.908023633333332
False,piano,80,58,25.636432,25.89438723333333
False,piano,80,62,25.636432,25.89438723333333
False,piano,80,65,25.636432,25.89438723333333
False,piano,80,43,25.636432,25.89438723333333
False,piano,80,55,25.636432,25.89438723333333
True,guitar-acoustic,72,64,25.90916,26.180751633333333
False,piano,80,58,25.90916,26.167115233333334
False,piano,80,62,25.90916,26.167115233333334
False,piano,80,65,25.90916,26.167115233333334
False,piano,80,43,25.90916,26.167115233333334
False,piano,80,55,25.90916,26.167115233333334
True,guitar-acoustic,72,65,26.181888,26.453479633333334
True,guitar-acoustic,72,67,26.454615999999998,26.72620763333333
True,guitar-acoustic,72,60,26.727344,28.908031633333334
False,piano,80,57,26.727344,26.985299233333333
False,piano,80,60,26.727344,26.985299233333333
False,piano,80,64,26.727344,26.985299233333333
False,piano,80,41,26.727344,26.985299233333333
False,piano,80,53,26.727344,26.985299233333333
False,piano,80,57,27.000072,27.258027233333333
False,piano,80,60,27.000072,27.258027233333333
False,piano,80,64,27.000072,27.258027233333333
False,piano,80,41,27.000072,27.258027233333333
False,piano,80,53,27.000072,27.258027233333333
False,piano,80,57,27.818256,28.076211233333332
False,piano,80,60,27.818256,28.076211233333332
False,piano,80,64,27.818256,28.076211233333332
False,piano,80,41,27.818256,28.076211233333332
False,piano,80,53,27.818256,28.076211233333332
False,piano,80,57,28.090984,28.348939233333333
False,piano,80,60,28.090984,28.348939233333333
False,piano,80,64,28.090984,28.348939233333333
False,piano,80,41,28.090984,28.348939233333333
False,piano,80,53,28.090984,28.348939233333333
False,piano,80,57,28.909168,29.16712323333333
False,piano,80,60,28.909168,29.16712323333333
False,piano,80,64,28.909168,29.16712323333333
False,piano,80,41,28.909168,29.16712323333333
False,piano,80,53,28.909168,29.16712323333333
False,piano,80,57,29.181896,29.439851233333332
False,piano,80,60,29.181896,29.439851233333332
False,piano,80,64,29.181896,29.439851233333332
False,piano,80,41,29.181896,29.439851233333332
False,piano,80,53,29.181896,29.439851233333332
False,piano,80,48,30.00008,30.25803523333333
False,piano,80,50,30.272807999999998,30.53076323333333
False,piano,80,53,30.545536000000002,30.673945433333333
False,piano,80,55,30.6819,30.81030943333333
False,piano,80,53,30.818264,30.94667343333333
False,piano,80,55,30.954628,31.342129033333332
False,piano,80,58,31.090991999999996,31.34894723333333
False,piano,80,62,31.090991999999996,31.34894723333333
False,piano,80,65,31.090991999999996,31.34894723333333
False,piano,80,43,31.090991999999996,31.34894723333333
True,guitar-acoustic,72,62,31.36372,31.635311633333334
False,piano,80,58,31.36372,31.621675233333335
False,piano,80,62,31.36372,31.621675233333335
False,piano,80,65,31.36372,31.621675233333335
False,piano,80,43,31.36372,31.621675233333335
False,piano,80,55,31.36372,31.621675233333335
True,guitar-acoustic,72,62,31.636447999999998,31.771675633333334
True,guitar-acoustic,72,64,31.772812,32.04440363333333
True,guitar-acoustic,72,65,32.045539999999995,32.45349563333333
False,piano,80,58,32.181903999999996,32.43985923333334
